Application_ID,District_Name,Gender,Sector,Residential_Type,Enterprise_Type,Monthly_Income_INR,Loan_Tenure_Months,Total_TAT_Days,Risk_Score,Repayment_Status,Loan_Amount_INR
247,Samba,Other,Manufacturing,Unknown,Existing Enterprise,20826.0,24.0,207.0,9.0,On-Time,1830212.5
248,Pulwama,Female,Services,Unknown,Unknown,109249.0,60.0,205.0,89.0,Default,18565.0
249,Baramulla,Unknown,Services,Rural,Unknown,56125.0,18.0,188.0,94.0,Default,511000.0
250,Srinagar,Female,Retail,Unknown,Nano Entrepreneur,21523.0,12.0,164.0,71.0,On-Time,1830212.5
251,Srinagar,Male,Retail,Unknown,Nano Entrepreneur,33817.0,12.0,188.0,82.0,Late,1830212.5
252,Budgam,Unknown,Manufacturing,Urban,Existing Enterprise,119269.0,12.0,212.0,73.0,On-Time,12842.0
253,Reasi,Female,Healthcare,Rural,Msme Sunrise Sector,33713.0,60.0,188.0,82.0,On-Time,1830212.5
254,Ramban,Male,Tourism,Urban,Nano Entrepreneur,76360.0,12.0,188.0,71.0,Unknown,2049000.0
255,Reasi,Male,Agri,Rural,Nano Entrepreneur,61452.0,36.0,181.0,71.0,On-Time,1830212.5
256,Poonch,Female,Agri,Rural,Unknown,38589.0,18.0,188.0,2.0,On-Time,551000.0
257,Reasi,Male,Tourism,Unknown,Unknown,42402.0,48.0,184.0,87.0,Late,3851873.0
258,Ramban,Male,Unknown,Urban,Nano Entrepreneur,14274.0,36.0,212.0,18.0,Late,2640296.0
259,Rajouri,Female,Healthcare,Urban,Nano Entrepreneur,84850.0,60.0,188.0,64.0,Unknown,3288651.0
260,Reasi,Female,It,Rural,Existing Enterprise,90984.0,48.0,188.0,51.0,On-Time,2563618.0
261,Pulwama,Other,Unknown,Urban,Msme Sunrise Sector,83773.0,24.0,212.0,57.0,Default,5189833.0
262,Ganderbal,Female,Agri,Urban,Unknown,66664.0,24.0,188.0,49.0,Unknown,4190000.0
263,Budgam,Female,Retail,Urban,Nano Entrepreneur,105015.0,48.0,188.0,51.0,Default,24309.0
264,Kupwara,Male,Retail,Urban,Existing Enterprise,82783.0,18.0,205.0,72.0,Late,1194000.0
265,Kupwara,Female,Tourism,Urban,Unknown,37064.0,60.0,164.0,61.0,Late,1242000.0
266,Kulgam,Other,Healthcare,Rural,Nano Entrepreneur,76841.0,60.0,212.0,44.0,Late,1686000.0
267,Anantnag,Female,Agri,Rural,Unknown,88667.0,18.0,190.0,91.0,On-Time,1830212.5
268,Doda,Female,It,Urban,Existing Enterprise,102390.0,35.12,188.0,19.0,Unknown,1830212.5
269,Reasi,Unknown,Healthcare,Rural,Msme Sunrise Sector,12886.0,35.12,212.0,16.0,Late,41879.0
270,Shopian,Female,Services,Urban,Nano Entrepreneur,52957.0,12.0,212.0,53.0,Unknown,1830212.5
271,Pulwama,Male,Healthcare,Rural,Unknown,26727.0,36.0,164.0,3.0,Unknown,779978.0
272,Ramban,Female,Healthcare,Rural,Nano Entrepreneur,64658.0,35.12,188.0,90.0,Late,1176000.0
273,Jammu,Male,Unknown,Urban,Nano Entrepreneur,96409.0,35.12,164.0,21.0,Default,1830212.5
274,Kishtwar,Other,Tourism,Urban,Unknown,18011.0,36.0,188.0,57.0,Late,1687413.0
275,Ganderbal,Unknown,Services,Urban,Unknown,50078.0,36.0,188.0,12.0,On-Time,40754.0
276,Kathua,Other,Healthcare,Rural,Msme Sunrise Sector,106041.0,12.0,212.0,88.0,Default,1806.0
277,Kathua,Male,Unknown,Unknown,Msme Sunrise Sector,89013.0,18.0,164.0,90.0,On-Time,6041.0
278,Rajouri,Female,Services,Rural,Unknown,76415.0,36.0,164.0,72.0,Default,4084256.0
279,Kupwara,Unknown,Services,Rural,Unknown,88010.0,12.0,188.0,24.0,Default,3864801.0
280,Bandipora,Male,Services,Unknown,Nano Entrepreneur,73675.0,36.0,188.0,55.0,Default,1367782.0
281,Kupwara,Unknown,Manufacturing,Urban,Nano Entrepreneur,23432.0,36.0,188.0,83.0,On-Time,2831000.0
282,Poonch,Female,It,Rural,Nano Entrepreneur,92903.0,24.0,188.0,87.0,On-Time,12093.0
283,Budgam,Male,Services,Urban,Nano Entrepreneur,67728.0,36.0,188.0,28.0,Unknown,3989000.0
284,Kupwara,Other,Tourism,Rural,Existing Enterprise,114383.0,18.0,188.0,42.0,Late,1619190.0
285,Kathua,Other,Healthcare,Rural,Unknown,58988.0,36.0,212.0,43.0,Unknown,3340000.0
286,Kupwara,Other,Services,Rural,Existing Enterprise,51804.0,36.0,212.0,31.0,On-Time,31221.0
287,Anantnag,Female,Unknown,Urban,Existing Enterprise,118614.0,35.12,188.0,31.0,On-Time,505000.0
288,Shopian,Female,Manufacturing,Urban,Nano Entrepreneur,97430.0,48.0,198.0,57.0,Late,1558319.0
289,Anantnag,Unknown,Manufacturing,Urban,Existing Enterprise,93988.0,18.0,164.0,90.0,On-Time,4144220.0
290,Shopian,Male,Unknown,Rural,Existing Enterprise,30235.0,24.0,164.0,99.0,Default,4946557.0
291,Budgam,Female,Retail,Rural,Existing Enterprise,92555.0,48.0,188.0,51.0,Unknown,1681000.0
292,Baramulla,Female,Agri,Rural,Existing Enterprise,118952.0,35.12,184.0,51.0,On-Time,3555710.0
293,Rajouri,Female,Agri,Urban,Msme Sunrise Sector,28639.0,12.0,188.0,85.0,Late,4971000.0
294,Anantnag,Unknown,It,Urban,Nano Entrepreneur,78824.0,35.12,208.0,80.0,On-Time,369355.0
295,Doda,Female,Tourism,Rural,Nano Entrepreneur,37104.0,18.0,188.0,26.0,Late,42566.0
296,Ganderbal,Female,Services,Rural,Nano Entrepreneur,109569.0,36.0,164.0,57.0,Unknown,1232551.0
297,Pulwama,Other,Tourism,Urban,Nano Entrepreneur,64658.0,18.0,188.0,94.0,Late,3446000.0
298,Jammu,Female,Unknown,Urban,Existing Enterprise,22312.0,35.12,212.0,1.0,On-Time,1690651.0
299,Udhampur,Male,Agri,Rural,Msme Sunrise Sector,70727.0,48.0,193.0,93.0,On-Time,4844070.0
300,Kishtwar,Female,Agri,Unknown,Unknown,21631.0,36.0,188.0,47.0,On-Time,3900988.0
301,Samba,Female,Tourism,Rural,Msme Sunrise Sector,80222.0,18.0,188.0,51.0,On-Time,5994128.0
302,Pulwama,Other,Services,Unknown,Existing Enterprise,14601.0,24.0,164.0,60.0,Late,1207631.0
303,Budgam,Female,Manufacturing,Rural,Unknown,80581.0,48.0,169.0,63.0,On-Time,38977.0
304,Kulgam,Other,Tourism,Urban,Nano Entrepreneur,102234.0,60.0,188.0,11.0,Default,1271000.0
305,Budgam,Female,Services,Rural,Nano Entrepreneur,118749.0,12.0,186.0,27.0,Default,4960390.0
306,Pulwama,Male,Manufacturing,Rural,Unknown,17544.0,48.0,188.0,44.0,Late,37374.0
307,Kulgam,Unknown,Unknown,Urban,Existing Enterprise,66202.0,35.12,188.0,12.0,Unknown,16195.0
308,Kupwara,Male,Healthcare,Urban,Existing Enterprise,96203.0,36.0,188.0,43.0,On-Time,1830212.5
309,Anantnag,Male,It,Urban,Msme Sunrise Sector,48463.0,12.0,164.0,53.0,Default,43868.0
310,Bandipora,Other,Retail,Rural,Nano Entrepreneur,85662.0,35.12,212.0,8.0,Unknown,748662.0
311,Ganderbal,Female,Tourism,Rural,Nano Entrepreneur,64798.0,12.0,188.0,94.0,On-Time,1526986.0
312,Rajouri,Male,It,Urban,Nano Entrepreneur,93263.0,18.0,212.0,38.0,On-Time,5011432.0
313,Anantnag,Female,Unknown,Urban,Existing Enterprise,107106.0,35.12,185.0,91.0,Default,2778706.0
314,Shopian,Male,Retail,Urban,Unknown,62045.0,24.0,188.0,62.0,On-Time,1830212.5
315,Ramban,Female,Agri,Unknown,Existing Enterprise,117215.0,48.0,188.0,15.0,Unknown,1830212.5
316,Rajouri,Unknown,Unknown,Urban,Existing Enterprise,28870.0,35.12,188.0,50.0,Unknown,33436.0
317,Jammu,Male,Tourism,Rural,Nano Entrepreneur,40707.0,48.0,188.0,21.0,Default,3217615.0
318,Kishtwar,Male,Agri,Unknown,Nano Entrepreneur,64658.0,18.0,164.0,63.0,Late,2448700.0
319,Rajouri,Female,Tourism,Rural,Existing Enterprise,64658.0,18.0,164.0,31.0,On-Time,4743543.0
320,Ganderbal,Male,Tourism,Unknown,Existing Enterprise,64658.0,12.0,188.0,1.0,On-Time,39974.0
321,Ramban,Male,Manufacturing,Rural,Nano Entrepreneur,59986.0,12.0,209.0,31.0,Late,2652000.0
322,Budgam,Unknown,Agri,Rural,Nano Entrepreneur,31412.0,60.0,164.0,94.0,Late,49824.0
323,Kupwara,Male,Manufacturing,Rural,Nano Entrepreneur,73612.0,60.0,164.0,92.0,Late,2709327.0
324,Reasi,Female,Retail,Unknown,Existing Enterprise,49840.0,60.0,212.0,28.0,Default,5726464.0
325,Doda,Female,Services,Rural,Msme Sunrise Sector,25990.0,12.0,188.0,30.0,Unknown,1323367.0
326,Ganderbal,Other,It,Urban,Existing Enterprise,81287.0,35.12,164.0,32.0,Late,3551307.0
327,Ganderbal,Male,Agri,Urban,Existing Enterprise,39034.0,35.12,212.0,36.0,Late,1830212.5
328,Ganderbal,Male,Manufacturing,Urban,Nano Entrepreneur,64658.0,12.0,188.0,51.0,On-Time,1830212.5
329,Poonch,Male,It,Urban,Unknown,45313.0,18.0,164.0,37.0,On-Time,1830212.5
330,Anantnag,Unknown,Agri,Urban,Existing Enterprise,62634.0,24.0,164.0,64.0,On-Time,3229979.0
331,Anantnag,Female,Healthcare,Urban,Nano Entrepreneur,39544.0,60.0,188.0,29.0,Default,3087833.0
332,Doda,Other,Retail,Unknown,Msme Sunrise Sector,18892.0,60.0,212.0,61.0,Late,628639.0
333,Samba,Female,Unknown,Urban,Existing Enterprise,50557.0,60.0,188.0,52.0,Late,87359.0
334,Doda,Male,Agri,Rural,Unknown,93036.0,36.0,212.0,75.0,Late,270332.0
335,Poonch,Female,Manufacturing,Urban,Existing Enterprise,64658.0,48.0,188.0,72.0,Default,1830212.5
336,Kulgam,Male,Tourism,Rural,Existing Enterprise,92728.0,24.0,194.0,6.0,On-Time,4170914.0
337,Jammu,Male,Unknown,Unknown,Existing Enterprise,36511.0,18.0,188.0,96.0,Default,1088560.0
338,Bandipora,Unknown,Services,Rural,Existing Enterprise,82078.0,36.0,164.0,69.0,On-Time,2213933.0
338,Pulwama,Male,It,Urban,Existing Enterprise,48302.0,35.12,188.0,18.0,On-Time,1830212.5
340,Kupwara,Other,Healthcare,Urban,Nano Entrepreneur,79628.0,35.12,164.0,81.0,On-Time,4745708.0
340,Ganderbal,Other,Retail,Urban,Existing Enterprise,42626.0,12.0,188.0,58.0,Unknown,678594.0
342,Bandipora,Unknown,It,Rural,Nano Entrepreneur,64049.0,24.0,188.0,33.0,Default,1830212.5
343,Kulgam,Female,Unknown,Urban,Msme Sunrise Sector,55277.0,12.0,199.0,51.0,On-Time,4071000.0
344,Bandipora,Male,Agri,Urban,Existing Enterprise,12287.0,35.12,186.0,86.0,Late,1009755.0
345,Baramulla,Male,Retail,Urban,Existing Enterprise,72555.0,60.0,187.0,79.0,Default,1830212.5
346,Kulgam,Unknown,Tourism,Rural,Msme Sunrise Sector,87636.0,18.0,212.0,3.0,Default,2940000.0
347,Kishtwar,Female,Manufacturing,Urban,Msme Sunrise Sector,117873.0,24.0,212.0,69.0,Late,4423607.0
348,Shopian,Female,Manufacturing,Urban,Existing Enterprise,72834.0,12.0,188.0,38.0,On-Time,1830212.5
349,Jammu,Female,It,Unknown,Nano Entrepreneur,104250.0,60.0,188.0,40.0,Unknown,21277.0
350,Ganderbal,Female,Healthcare,Urban,Msme Sunrise Sector,102215.0,48.0,211.0,52.0,Late,4193782.0
351,Shopian,Female,Unknown,Urban,Existing Enterprise,85186.0,35.12,188.0,58.0,Late,17938.0
351,Kishtwar,Male,Retail,Urban,Msme Sunrise Sector,52297.0,18.0,188.0,69.0,Late,1830212.5
353,Udhampur,Unknown,Unknown,Rural,Msme Sunrise Sector,52809.0,18.0,212.0,94.0,On-Time,3584000.0
354,Kupwara,Male,Unknown,Urban,Existing Enterprise,64658.0,24.0,188.0,44.0,On-Time,325000.0
355,Reasi,Other,Agri,Unknown,Existing Enterprise,39600.0,36.0,164.0,90.0,On-Time,1830212.5
356,Ganderbal,Male,Healthcare,Rural,Unknown,25778.0,35.12,164.0,51.0,Default,17523.0
357,Srinagar,Female,Services,Urban,Msme Sunrise Sector,64658.0,36.0,212.0,93.0,Unknown,3264745.0
358,Srinagar,Male,Tourism,Unknown,Msme Sunrise Sector,62573.0,12.0,188.0,48.0,Default,1851150.0
359,Kishtwar,Female,Retail,Unknown,Existing Enterprise,43294.0,12.0,212.0,27.0,On-Time,1830212.5
360,Rajouri,Male,Tourism,Urban,Existing Enterprise,72293.0,24.0,212.0,49.0,Unknown,4170430.0
361,Ganderbal,Unknown,Tourism,Urban,Existing Enterprise,47765.0,36.0,188.0,64.0,On-Time,33512.0
362,Kathua,Male,It,Urban,Existing Enterprise,92790.0,24.0,172.0,15.0,On-Time,2615455.0
363,Rajouri,Other,Retail,Urban,Nano Entrepreneur,67554.0,12.0,198.0,52.0,Late,4378000.0
364,Pulwama,Male,Unknown,Rural,Unknown,35481.0,35.12,188.0,72.0,Late,611000.0
365,Ramban,Female,Manufacturing,Urban,Nano Entrepreneur,50163.0,48.0,212.0,47.0,Unknown,905934.0
366,Kupwara,Female,It,Unknown,Existing Enterprise,29462.0,60.0,164.0,62.0,Late,2579000.0
367,Kulgam,Male,Tourism,Urban,Existing Enterprise,85161.0,24.0,188.0,32.0,Default,1830212.5
368,Kupwara,Unknown,Tourism,Rural,Nano Entrepreneur,67708.0,48.0,164.0,82.0,Default,1358009.0
369,Doda,Female,Healthcare,Rural,Existing Enterprise,35703.0,60.0,188.0,19.0,Late,199000.0
370,Doda,Other,Manufacturing,Urban,Msme Sunrise Sector,69590.0,35.12,188.0,44.0,On-Time,2455302.0
371,Shopian,Male,Healthcare,Unknown,Existing Enterprise,103595.0,60.0,164.0,84.0,Default,12091.0
372,Kupwara,Male,Agri,Urban,Nano Entrepreneur,113803.0,35.12,164.0,74.0,Default,1830212.5
373,Doda,Female,It,Urban,Msme Sunrise Sector,41339.0,35.12,188.0,48.0,On-Time,2408863.0
374,Reasi,Male,Unknown,Urban,Unknown,92124.0,60.0,188.0,51.0,Late,2061598.0
375,Jammu,Female,Services,Rural,Msme Sunrise Sector,101560.0,18.0,167.0,61.0,Late,44573.0
376,Doda,Male,Tourism,Rural,Existing Enterprise,60287.0,48.0,187.0,31.0,On-Time,4233000.0
377,Srinagar,Other,Tourism,Rural,Nano Entrepreneur,85822.0,60.0,188.0,28.0,Late,1830212.5
378,Rajouri,Female,Healthcare,Rural,Nano Entrepreneur,109019.0,18.0,188.0,3.0,Late,20333.0
379,Ramban,Male,Tourism,Urban,Existing Enterprise,91894.0,48.0,188.0,100.0,On-Time,3375000.0
380,Shopian,Unknown,Retail,Rural,Msme Sunrise Sector,99804.0,48.0,212.0,64.0,Late,2599000.0
381,Doda,Other,Agri,Rural,Unknown,63750.0,60.0,188.0,45.0,Late,32951.0
382,Bandipora,Other,Healthcare,Urban,Unknown,57443.0,36.0,188.0,62.0,Unknown,5961168.0
383,Kishtwar,Male,Services,Rural,Unknown,114413.0,48.0,188.0,51.0,On-Time,28602.0
384,Ganderbal,Female,Tourism,Rural,Nano Entrepreneur,64658.0,12.0,178.0,15.0,On-Time,5336.0
385,Pulwama,Male,Healthcare,Urban,Nano Entrepreneur,86453.0,36.0,188.0,25.0,Late,1830212.5
386,Udhampur,Male,Healthcare,Rural,Msme Sunrise Sector,58125.0,36.0,188.0,19.0,On-Time,2147779.0
387,Pulwama,Male,Retail,Rural,Msme Sunrise Sector,71057.0,35.12,164.0,44.0,Late,3301000.0
388,Baramulla,Other,It,Rural,Unknown,68928.0,35.12,188.0,41.0,On-Time,4262000.0
389,Jammu,Female,Unknown,Rural,Nano Entrepreneur,14524.0,36.0,187.0,99.0,Unknown,2547378.0
390,Budgam,Female,Services,Urban,Msme Sunrise Sector,62290.0,48.0,211.0,10.0,Default,45832.0
391,Rajouri,Female,Retail,Urban,Msme Sunrise Sector,65526.0,35.12,164.0,49.0,On-Time,1631000.0
392,Pulwama,Male,Agri,Urban,Unknown,60725.0,60.0,194.0,92.0,Default,2621716.0
393,Pulwama,Male,Retail,Rural,Existing Enterprise,118629.0,18.0,188.0,94.0,Late,1830212.5
394,Kishtwar,Female,Agri,Unknown,Nano Entrepreneur,105668.0,48.0,212.0,80.0,Default,1130989.0
395,Kulgam,Male,Manufacturing,Unknown,Nano Entrepreneur,64658.0,60.0,188.0,21.0,Unknown,1582000.0
396,Udhampur,Female,Retail,Rural,Nano Entrepreneur,54178.0,60.0,188.0,95.0,Late,5931513.0
397,Udhampur,Other,It,Urban,Unknown,48328.0,24.0,188.0,45.0,Late,4112047.0
398,Kupwara,Female,Tourism,Unknown,Existing Enterprise,77820.0,24.0,188.0,90.0,Unknown,159321.0
399,Srinagar,Female,Manufacturing,Urban,Unknown,64658.0,36.0,188.0,72.0,Late,2758000.0
400,Srinagar,Female,Tourism,Urban,Existing Enterprise,95121.0,35.12,188.0,1.0,Unknown,1830212.5
401,Budgam,Female,Tourism,Rural,Nano Entrepreneur,68596.0,48.0,188.0,20.0,Default,1309118.0
402,Poonch,Female,Services,Unknown,Nano Entrepreneur,101258.0,18.0,197.0,51.0,Late,451758.0
403,Ganderbal,Female,Retail,Unknown,Nano Entrepreneur,115089.0,35.12,164.0,75.0,On-Time,586676.0
404,Udhampur,Male,Tourism,Rural,Nano Entrepreneur,8061.0,12.0,198.0,2.0,Late,3692544.0
405,Kupwara,Male,Tourism,Urban,Unknown,102648.0,24.0,164.0,80.0,Late,40391.0
406,Ramban,Female,It,Rural,Existing Enterprise,114159.0,36.0,188.0,77.0,On-Time,4661881.0
407,Kishtwar,Female,Healthcare,Rural,Nano Entrepreneur,38162.0,12.0,164.0,86.0,Default,904987.0
408,Poonch,Male,Manufacturing,Rural,Nano Entrepreneur,91162.0,18.0,193.0,49.0,Late,3482000.0
409,Kishtwar,Unknown,Services,Rural,Existing Enterprise,103853.0,35.12,188.0,51.0,On-Time,1909000.0
410,Shopian,Unknown,Tourism,Urban,Nano Entrepreneur,69120.0,24.0,164.0,47.0,On-Time,928000.0
411,Rajouri,Other,Manufacturing,Urban,Unknown,58971.0,12.0,212.0,39.0,Unknown,1830212.5
412,Udhampur,Other,Services,Urban,Existing Enterprise,88722.0,12.0,212.0,10.0,Default,15249.0
413,Reasi,Male,Tourism,Urban,Existing Enterprise,58542.0,48.0,188.0,75.0,Late,19958.0
414,Samba,Male,It,Urban,Unknown,64658.0,35.12,203.0,17.0,On-Time,5917680.0
415,Udhampur,Female,Manufacturing,Rural,Nano Entrepreneur,36741.0,35.12,212.0,81.0,On-Time,4737000.0
416,Jammu,Male,Manufacturing,Rural,Unknown,90642.0,12.0,188.0,20.0,Late,5521867.0
416,Udhampur,Other,Retail,Rural,Nano Entrepreneur,87073.0,36.0,164.0,42.0,On-Time,2733581.0
418,Kishtwar,Male,Services,Urban,Nano Entrepreneur,32035.0,18.0,164.0,32.0,On-Time,1830212.5
419,Rajouri,Male,Tourism,Unknown,Existing Enterprise,64771.0,48.0,188.0,13.0,Late,2734853.0
420,Baramulla,Unknown,Unknown,Urban,Existing Enterprise,78808.0,24.0,164.0,56.0,Unknown,3009000.0
421,Poonch,Female,Healthcare,Rural,Existing Enterprise,91623.0,24.0,188.0,13.0,Late,2121164.0
422,Ganderbal,Unknown,It,Urban,Nano Entrepreneur,52942.0,48.0,186.0,45.0,Late,2442220.0
423,Samba,Male,Agri,Rural,Unknown,12355.0,18.0,212.0,51.0,On-Time,1265998.0
424,Udhampur,Female,Services,Unknown,Msme Sunrise Sector,107781.0,12.0,212.0,70.0,Default,1281938.0
425,Kishtwar,Male,Healthcare,Unknown,Existing Enterprise,74333.0,18.0,164.0,94.0,Late,33582.0
425,Baramulla,Female,Services,Urban,Unknown,74610.0,35.12,212.0,59.0,On-Time,4153000.0
427,Rajouri,Male,Services,Rural,Existing Enterprise,16571.0,48.0,188.0,17.0,Unknown,1640580.0
428,Reasi,Male,Retail,Urban,Unknown,68999.0,35.12,212.0,94.0,Default,4210306.0
429,Shopian,Male,Tourism,Rural,Nano Entrepreneur,104736.0,35.12,188.0,34.0,Unknown,820691.0
430,Doda,Female,Unknown,Unknown,Unknown,109655.0,48.0,190.0,88.0,Unknown,652959.0
431,Budgam,Unknown,Retail,Rural,Unknown,25089.0,12.0,164.0,61.0,On-Time,8162.0
432,Jammu,Other,Retail,Rural,Existing Enterprise,76494.0,12.0,164.0,31.0,Default,1830212.5
433,Shopian,Female,Services,Rural,Nano Entrepreneur,53205.0,18.0,188.0,59.0,On-Time,4079987.0
434,Kathua,Male,Retail,Rural,Unknown,28845.0,35.12,166.0,37.0,On-Time,4677490.0
435,Ganderbal,Other,Unknown,Unknown,Msme Sunrise Sector,64658.0,18.0,188.0,93.0,Unknown,2807000.0
436,Kathua,Male,Retail,Urban,Nano Entrepreneur,97702.0,24.0,164.0,13.0,On-Time,8200.0
437,Budgam,Male,Manufacturing,Rural,Nano Entrepreneur,44238.0,18.0,212.0,3.0,On-Time,1151.0
438,Kishtwar,Other,Agri,Rural,Nano Entrepreneur,116155.0,18.0,188.0,26.0,Late,15450.0
439,Kishtwar,Female,Unknown,Rural,Nano Entrepreneur,22945.0,60.0,188.0,84.0,Late,1830212.5
440,Doda,Unknown,Agri,Unknown,Existing Enterprise,40866.0,12.0,188.0,51.0,On-Time,38721.0
441,Samba,Female,It,Unknown,Nano Entrepreneur,36697.0,24.0,188.0,27.0,Default,1830212.5
442,Reasi,Female,Agri,Urban,Existing Enterprise,104424.0,35.12,206.0,68.0,On-Time,1489045.0
443,Anantnag,Female,Tourism,Urban,Existing Enterprise,65866.0,12.0,188.0,59.0,On-Time,2595346.0
444,Budgam,Male,Retail,Urban,Nano Entrepreneur,115626.0,60.0,188.0,52.0,On-Time,1830212.5
445,Kishtwar,Female,Manufacturing,Rural,Nano Entrepreneur,68441.0,12.0,192.0,92.0,Unknown,1830212.5
446,Samba,Male,Healthcare,Urban,Nano Entrepreneur,55633.0,12.0,212.0,70.0,Unknown,1105441.0
447,Kathua,Female,Retail,Urban,Nano Entrepreneur,89167.0,36.0,164.0,33.0,On-Time,3708803.0
448,Bandipora,Female,It,Urban,Unknown,64658.0,12.0,188.0,20.0,On-Time,1830212.5
449,Rajouri,Unknown,Tourism,Unknown,Existing Enterprise,64719.0,12.0,212.0,21.0,Late,10494.0
450,Poonch,Unknown,Retail,Urban,Unknown,36375.0,18.0,188.0,77.0,Late,283069.0
450,Srinagar,Female,Tourism,Rural,Nano Entrepreneur,99672.0,60.0,188.0,95.0,Late,2609322.0
452,Rajouri,Other,Manufacturing,Urban,Existing Enterprise,96089.0,35.12,212.0,3.0,On-Time,5837939.0
453,Bandipora,Female,It,Unknown,Msme Sunrise Sector,18789.0,48.0,164.0,50.0,Unknown,2494.0
454,Ramban,Unknown,Healthcare,Rural,Msme Sunrise Sector,21884.0,48.0,164.0,63.0,Default,42850.0
455,Rajouri,Unknown,Retail,Unknown,Existing Enterprise,10484.0,48.0,188.0,51.0,Late,4096379.0
456,Reasi,Male,Manufacturing,Urban,Nano Entrepreneur,43388.0,12.0,188.0,75.0,Late,768000.0
456,Baramulla,Male,Healthcare,Urban,Unknown,18332.0,18.0,212.0,37.0,Default,5521404.0
457,Poonch,Unknown,Manufacturing,Urban,Nano Entrepreneur,32149.0,18.0,188.0,96.0,Unknown,5090085.0
459,Poonch,Other,Unknown,Rural,Existing Enterprise,13080.0,35.12,212.0,72.0,Late,1830212.5
460,Shopian,Female,Retail,Urban,Msme Sunrise Sector,43592.0,18.0,164.0,30.0,Default,4241931.0
461,Shopian,Male,Agri,Urban,Nano Entrepreneur,60437.0,60.0,188.0,8.0,Late,4977.0
462,Ganderbal,Female,Agri,Rural,Existing Enterprise,104772.0,36.0,164.0,38.0,On-Time,970130.0
463,Bandipora,Female,Unknown,Urban,Existing Enterprise,64658.0,18.0,191.0,96.0,On-Time,30394.0
464,Rajouri,Unknown,Manufacturing,Rural,Unknown,114629.0,36.0,164.0,23.0,Late,780000.0
465,Udhampur,Other,Unknown,Rural,Existing Enterprise,13268.0,48.0,204.0,45.0,On-Time,1830212.5
466,Budgam,Male,Tourism,Unknown,Nano Entrepreneur,83270.0,60.0,164.0,82.0,Late,2890636.0
467,Anantnag,Male,Retail,Unknown,Unknown,97858.0,35.12,212.0,37.0,Default,20856.0
468,Samba,Unknown,Tourism,Rural,Existing Enterprise,47738.0,36.0,188.0,60.0,Late,550064.0
469,Baramulla,Female,Manufacturing,Urban,Unknown,19993.0,36.0,212.0,59.0,On-Time,4251000.0
469,Poonch,Female,Retail,Rural,Nano Entrepreneur,68715.0,48.0,188.0,83.0,Late,8485.0
471,Pulwama,Unknown,Healthcare,Urban,Unknown,87913.0,12.0,205.0,51.0,On-Time,39096.0
472,Budgam,Male,Retail,Urban,Nano Entrepreneur,91003.0,48.0,212.0,87.0,Late,1691119.0
473,Srinagar,Female,Unknown,Urban,Existing Enterprise,39989.0,12.0,202.0,91.0,On-Time,38247.0
474,Budgam,Male,Healthcare,Rural,Nano Entrepreneur,61715.0,18.0,188.0,72.0,Default,1041927.0
475,Shopian,Female,Tourism,Urban,Nano Entrepreneur,64658.0,48.0,188.0,79.0,Default,3506000.0
476,Samba,Other,Services,Urban,Existing Enterprise,43273.0,24.0,212.0,90.0,Default,2519535.0
477,Poonch,Male,Services,Rural,Nano Entrepreneur,90007.0,12.0,185.0,50.0,On-Time,1830212.5
478,Bandipora,Other,It,Urban,Existing Enterprise,94747.0,36.0,212.0,19.0,Late,764575.0
479,Jammu,Other,Retail,Rural,Nano Entrepreneur,41629.0,24.0,164.0,8.0,Unknown,1665109.0
480,Kathua,Other,Tourism,Rural,Existing Enterprise,112706.0,18.0,188.0,35.0,On-Time,2851000.0
481,Baramulla,Female,Healthcare,Urban,Unknown,64658.0,18.0,181.0,11.0,Default,1463586.0
482,Samba,Male,Retail,Rural,Existing Enterprise,117499.0,35.12,188.0,29.0,On-Time,4692518.0
483,Rajouri,Male,Services,Urban,Existing Enterprise,42625.0,36.0,171.0,64.0,Default,4988861.0
484,Reasi,Female,It,Urban,Nano Entrepreneur,62287.0,36.0,188.0,46.0,On-Time,1830212.5
484,Kupwara,Female,Retail,Urban,Existing Enterprise,116847.0,24.0,164.0,5.0,On-Time,4176602.0
486,Pulwama,Male,Manufacturing,Urban,Existing Enterprise,98969.0,12.0,212.0,51.0,Unknown,3384506.0
487,Kathua,Other,Manufacturing,Urban,Existing Enterprise,78973.0,24.0,212.0,62.0,Unknown,36751.0
488,Samba,Female,Services,Unknown,Unknown,70654.0,12.0,164.0,33.0,On-Time,2325214.0
489,Doda,Male,Healthcare,Rural,Unknown,40982.0,36.0,188.0,27.0,Late,1830212.5
490,Kathua,Unknown,Retail,Urban,Msme Sunrise Sector,108716.0,36.0,212.0,52.0,Late,1691459.0
491,Anantnag,Unknown,Unknown,Unknown,Nano Entrepreneur,64343.0,48.0,164.0,56.0,Late,4513000.0
492,Srinagar,Male,It,Rural,Nano Entrepreneur,104178.0,36.0,212.0,40.0,Unknown,4831443.0
493,Baramulla,Female,Tourism,Urban,Existing Enterprise,101713.0,48.0,201.0,63.0,Late,16654.0
494,Baramulla,Other,Tourism,Rural,Existing Enterprise,19122.0,35.12,188.0,55.0,Late,1504562.0
495,Budgam,Male,Manufacturing,Rural,Unknown,35952.0,36.0,212.0,93.0,Late,39027.0
496,Rajouri,Other,Agri,Urban,Msme Sunrise Sector,115580.0,36.0,188.0,10.0,On-Time,1830212.5
